player,player_full_name,team_name,team_name2,cluster,stat,value
R. Carmody,Robby Carmody,Notre Dame,Notre Dame,2,rpg,1.57142857142857
R. Evans,Rayquan Evans,Florida State,Florida State,3,rpg,1.20689655172414
R. Gray,RaiQuan Gray,Florida State,Florida State,4,rpg,3.82758620689655
R. McMahon,Ryan McMahon,Louisville,Louisville,3,rpg,1.09677419354839
R. Miller Jr.,Rodney Miller Jr.,Miami,Miami,2,rpg,5.5
R. Murphy,Ryan Murphy,Pittsburgh,Pitt,3,rpg,1.93103448275862
R. Pflueger,Rex Pflueger,Notre Dame,Notre Dame,3,rpg,3.58064516129032
S. Enoch,Steven Enoch,Louisville,Louisville,4,rpg,5.58064516129032
S. Mitchell,Steffon Mitchell,Boston College,Boston College,4,rpg,8.67741935483871
S. Waardenburg,Sam Waardenburg,Miami,Miami,4,rpg,6.03333333333333
S. Williamson,Samuell Williamson,Louisville,Louisville,3,rpg,2.48387096774194
T. Brown,Terrell Brown,Pittsburgh,Pitt,2,rpg,3.53125
T. Forrest,Trent Forrest,Florida State,Florida State,1,rpg,4.38709677419355
T. Gibbs,TJ Gibbs,Notre Dame,Notre Dame,1,rpg,2.21875
T. Johnson,Torry Johnson,Wake Forest,Wake Forest,3,rpg,1.85714285714286
T. Jones,Tre Jones,Duke,Duke,1,rpg,4.24137931034483
T. Mack,Tevin Mack,Clemson,Clemson,4,rpg,5.16129032258065
T. McGowens,Trey McGowens,Pittsburgh,Pitt,1,rpg,3.375
T. Radford,Tyrece Radford,Virginia Tech,Virginia Tech,2,rpg,6.23333333333333
T. Woldetensae,Tomas Woldetensae,Virginia,UVA,3,rpg,2.17241379310345
V. Carey Jr.,Vernon Carey Jr.,Duke,Duke,4,rpg,8.7741935483871
W. Bede,Wabissa Bede,Virginia Tech,Virginia Tech,1,rpg,3.8
W. Moore Jr.,Wendell Moore Jr.,Duke,Duke,4,rpg,4.24
X. Johnson,Xavier Johnson,Pittsburgh,Pitt,1,rpg,3.71875
A. Bacot,Armando Bacot,North Carolina,UNC,4,apg,1.25806451612903
A. Dawes,Al-Amir Dawes,Clemson,Clemson,1,apg,2.45161290322581
A. Harris,Anthony Harris,North Carolina,UNC,3,apg,0.6
A. Hemenway,Alex Hemenway,Clemson,Clemson,3,apg,0.4
A. O'Connell,Alex O'Connell,Duke,Duke,3,apg,0.758620689655172
A. Platek,Andrew Platek,North Carolina,UNC,3,apg,1.4
A. Polite,Anthony Polite,Florida State,Florida State,3,apg,1.12903225806452
A. Price,Asanti Price,Georgia Tech,Georgia Tech,3,apg,0.714285714285714
A. Simms,Aamir Simms,Clemson,Clemson,4,apg,2.6
A. Toney,Au'Diese Toney,Pittsburgh,Pitt,4,apg,1.16666666666667
A. Walker,Anthony Walker,Miami,Miami,2,apg,0.2
A. White,Andrien White,Wake Forest,Wake Forest,3,apg,1.38709677419355
B. Beverly,Braxton Beverly,NC State,NC State,3,apg,1.15625
B. Boeheim,Buddy Boeheim,Syracuse,Syracuse,1,apg,2.15625
B. Childress,Brandon Childress,Wake Forest,Wake Forest,1,apg,4.6
B. Key,Braxton Key,Virginia,UVA,4,apg,1.81481481481482
B. Koprivica,Balsa Koprivica,Florida State,Florida State,2,apg,0.296296296296296
B. Parham,Bubba Parham,Georgia Tech,Georgia Tech,3,apg,1.8
B. Robinson,Brandon Robinson,North Carolina,UNC,1,apg,2.375
B. Sidibe,Bourama Sidibe,Syracuse,Syracuse,2,apg,0.1875
C. Anthony,Cole Anthony,North Carolina,UNC,1,apg,4.0952380952381
C. Brown,Chaundee Brown,Wake Forest,Wake Forest,4,apg,1.39130434782609
C. Felder,CJ Felder,Boston College,Boston College,2,apg,0.645161290322581
C. Hunter,Chase Hunter,Clemson,Clemson,3,apg,1.55555555555556
C. Keeling,Christian Keeling,North Carolina,UNC,3,apg,0.59375
C. Lykes,Chris Lykes,Miami,Miami,1,apg,2.38461538461538
C. Morsell,Casey Morsell,Virginia,UVA,3,apg,0.733333333333333
C. Scott,Curran Scott,Clemson,Clemson,3,apg,1.41935483870968
C. Stanley,Cassius Stanley,Duke,Duke,4,apg,1.03448275862069
C. Trapp,Clyde Trapp,Clemson,Clemson,3,apg,2.52380952380952
C.J. Bryce,C.J. Bryce,NC State,NC State,4,apg,2.10714285714286
D. Daniels,Devon Daniels,NC State,NC State,4,apg,2.21875
D. Funderburk,DJ Funderburk,NC State,NC State,4,apg,0.266666666666667
D. Gak,Deng Gak,Miami,Miami,2,apg,0.142857142857143
D. Goodwin,Dane Goodwin,Notre Dame,Notre Dame,3,apg,1.3125
D. Johnson,David Johnson,Louisville,Louisville,3,apg,2.77777777777778
D. Olejniczak,Dominik Olejniczak,Florida State,Florida State,2,apg,0.137931034482759
D. Perry,Darius Perry,Louisville,Louisville,3,apg,2.54838709677419
D. Sutton,Dwayne Sutton,Louisville,Louisville,4,apg,1.74193548387097
D. Thornton,Derryck Thornton,Boston College,Boston College,1,apg,3.41379310344828
D. Vasiljevic,Dejan Vasiljevic,Miami,Miami,3,apg,1.03225806451613
D. Vassell,Devin Vassell,Florida State,Florida State,4,apg,1.63333333333333
E. Cole,Evan Cole,Georgia Tech,Georgia Tech,2,apg,0.346153846153846
E. Hamilton,Eric Hamilton,Pittsburgh,Pitt,2,apg,0.166666666666667
E. Hughes,Elijah Hughes,Syracuse,Syracuse,1,apg,3.40625
G. Brooks,Garrison Brooks,North Carolina,UNC,4,apg,1.87096774193548
H. Beverly,Harlond Beverly,Miami,Miami,3,apg,2.29032258064516
H. Cattoor,Hunter Cattoor,Virginia Tech,Virginia Tech,3,apg,1.10344827586207
H. Tyson,Hunter Tyson,Clemson,Clemson,3,apg,0.354838709677419
I. Massoud,Ismael Massoud,Wake Forest,Wake Forest,3,apg,0.290322580645161
I. Mucius,Isaiah Mucius,Wake Forest,Wake Forest,3,apg,0.933333333333333
I. Wilkins,Isaiah Wilkins,Virginia Tech,Virginia Tech,3,apg,1.26666666666667
I. Wong,Isaiah Wong,Miami,Miami,3,apg,1.03225806451613
J. Alvarado,Jose Alvarado,Georgia Tech,Georgia Tech,1,apg,4
J. Baehre,Jonathan Baehre,Clemson,Clemson,3,apg,0
J. Baker,Joey Baker,Duke,Duke,3,apg,0.777777777777778
J. Banks III,James Banks III,Georgia Tech,Georgia Tech,4,apg,0.966666666666667
J. Carey,Jalen Carey,Syracuse,Syracuse,3,apg,0.5
J. Champagnie,Justin Champagnie,Pittsburgh,Pitt,4,apg,0.65625
J. Cone,Jalen Cone,Virginia Tech,Virginia Tech,3,apg,0.666666666666667
J. DeLaurier,Javin DeLaurier,Duke,Duke,2,apg,0.516129032258065
J. Durham,Juwan Durham,Notre Dame,Notre Dame,2,apg,0.78125
J. Francis,Jeremiah Francis,North Carolina,UNC,3,apg,1.625
J. Girard III,Joseph Girard III,Syracuse,Syracuse,1,apg,3.53125
J. Goldwire,Jordan Goldwire,Duke,Duke,3,apg,2.25806451612903
J. Hamilton,Jairus Hamilton,Boston College,Boston College,4,apg,0.916666666666667
J. Hamilton,Jared Hamilton,Boston College,Boston College,3,apg,0.92
J. Heath,Jay Heath,Boston College,Boston College,1,apg,2.12903225806452
J. Hellems,Jericole Hellems,NC State,NC State,3,apg,1.03225806451613
J. Huff,Jay Huff,Virginia,UVA,4,apg,0.8
J. Mooney,John Mooney,Notre Dame,Notre Dame,4,apg,1.70967741935484
J. Neath,Jahcobi Neath,Wake Forest,Wake Forest,3,apg,2.23333333333333
J. Newman III,John Newman III,Clemson,Clemson,3,apg,2.19354838709677
J. Nwora,Jordan Nwora,Louisville,Louisville,4,apg,1.29032258064516
J. Pierce,Justin Pierce,North Carolina,UNC,3,apg,0.903225806451613
J. Rishwain,Julian Rishwain,Boston College,Boston College,3,apg,0.933333333333333
J. Usher,Jordan Usher,Georgia Tech,Georgia Tech,4,apg,2.1304347826087
J. White,Jack White,Duke,Duke,3,apg,0.766666666666667
K. Clark,Kihei Clark,Virginia,UVA,1,apg,5.86666666666667
K. McGusty,Kameron McGusty,Miami,Miami,1,apg,1.57142857142857
K. Moore,Khalid Moore,Georgia Tech,Georgia Tech,3,apg,1.10714285714286
K. Stattmann,Kody Stattmann,Virginia,UVA,3,apg,0.666666666666667
K. Stone,Keith Stone,Miami,Miami,3,apg,0.944444444444444
K. Williams,Kamari Williams,Boston College,Boston College,3,apg,0.28
L. Black,Leaky Black,North Carolina,UNC,4,apg,2.48387096774194
L. Kimble,Lamarr Kimble,Louisville,Louisville,3,apg,2.70967741935484
L. Nolley II,Landers Nolley II,Virginia Tech,Virginia Tech,4,apg,2.36666666666667
M. Bates,Manny Bates,NC State,NC State,2,apg,0.275862068965517
M. Devoe,Michael Devoe,Georgia Tech,Georgia Tech,1,apg,3.48148148148148
M. Diakite,Mamadi Diakite,Virginia,UVA,4,apg,0.6
M. Dolezaj,Marek Dolezaj,Syracuse,Syracuse,4,apg,2.75
M. Hurt,Matthew Hurt,Duke,Duke,3,apg,0.870967741935484
M. Johnson,Markell Johnson,NC State,NC State,1,apg,6.7741935483871
M. Osborne,Malik Osborne,Florida State,Florida State,3,apg,0.451612903225806
M. Williams,Malik Williams,Louisville,Louisville,4,apg,0.346153846153846
M. Wright,Moses Wright,Georgia Tech,Georgia Tech,4,apg,0.866666666666667
M.J. Walker,M.J. Walker,Florida State,Florida State,3,apg,1.46153846153846
N. Alleyne,Nahiem Alleyne,Virginia Tech,Virginia Tech,3,apg,1.43333333333333
N. Laszewski,Nate Laszewski,Notre Dame,Notre Dame,3,apg,0.5
N. Popovic,Nik Popovic,Boston College,Boston College,4,apg,1.55
O. Oguama,Ody Oguama,Wake Forest,Wake Forest,2,apg,0.0967741935483871
O. Sarr,Olivier Sarr,Wake Forest,Wake Forest,4,apg,0.933333333333333
P. Andree,Pat Andree,NC State,NC State,3,apg,0.185185185185185
P. Hubb,Prentiss Hubb,Notre Dame,Notre Dame,1,apg,5.0625
P. Williams,Patrick Williams,Florida State,Florida State,4,apg,1
P.J. Horne,P.J. Horne,Virginia Tech,Virginia Tech,3,apg,0.366666666666667
Q. Guerrier,Quincy Guerrier,Syracuse,Syracuse,2,apg,0.59375
R. Carmody,Robby Carmody,Notre Dame,Notre Dame,2,apg,0.571428571428571
R. Evans,Rayquan Evans,Florida State,Florida State,3,apg,1.44827586206897
R. Gray,RaiQuan Gray,Florida State,Florida State,4,apg,1.37931034482759
R. McMahon,Ryan McMahon,Louisville,Louisville,3,apg,1.83870967741935
R. Miller Jr.,Rodney Miller Jr.,Miami,Miami,2,apg,0.466666666666667
R. Murphy,Ryan Murphy,Pittsburgh,Pitt,3,apg,1.10344827586207
R. Pflueger,Rex Pflueger,Notre Dame,Notre Dame,3,apg,3.35483870967742
S. Enoch,Steven Enoch,Louisville,Louisville,4,apg,0.419354838709677
S. Mitchell,Steffon Mitchell,Boston College,Boston College,4,apg,3.09677419354839
S. Waardenburg,Sam Waardenburg,Miami,Miami,4,apg,1.03333333333333
S. Williamson,Samuell Williamson,Louisville,Louisville,3,apg,0.580645161290323
T. Brown,Terrell Brown,Pittsburgh,Pitt,2,apg,0.15625
T. Forrest,Trent Forrest,Florida State,Florida State,1,apg,4
T. Gibbs,TJ Gibbs,Notre Dame,Notre Dame,1,apg,3.25
T. Johnson,Torry Johnson,Wake Forest,Wake Forest,3,apg,1.14285714285714
T. Jones,Tre Jones,Duke,Duke,1,apg,6.37931034482759
T. Mack,Tevin Mack,Clemson,Clemson,4,apg,0.935483870967742
T. McGowens,Trey McGowens,Pittsburgh,Pitt,1,apg,3.625
T. Radford,Tyrece Radford,Virginia Tech,Virginia Tech,2,apg,1.66666666666667
T. Woldetensae,Tomas Woldetensae,Virginia,UVA,3,apg,1.13793103448276
V. Carey Jr.,Vernon Carey Jr.,Duke,Duke,4,apg,0.967741935483871
W. Bede,Wabissa Bede,Virginia Tech,Virginia Tech,1,apg,5.53333333333333
W. Moore Jr.,Wendell Moore Jr.,Duke,Duke,4,apg,1.88
X. Johnson,Xavier Johnson,Pittsburgh,Pitt,1,apg,4.90625
A. Bacot,Armando Bacot,North Carolina,UNC,4,tog,1.67741935483871
A. Dawes,Al-Amir Dawes,Clemson,Clemson,1,tog,2.51612903225806
A. Harris,Anthony Harris,North Carolina,UNC,3,tog,0.4
A. Hemenway,Alex Hemenway,Clemson,Clemson,3,tog,0.4
A. O'Connell,Alex O'Connell,Duke,Duke,3,tog,0.758620689655172
A. Platek,Andrew Platek,North Carolina,UNC,3,tog,0.633333333333333
A. Polite,Anthony Polite,Florida State,Florida State,3,tog,1.16129032258065
A. Price,Asanti Price,Georgia Tech,Georgia Tech,3,tog,1.21428571428571
A. Simms,Aamir Simms,Clemson,Clemson,4,tog,2.2
A. Toney,Au'Diese Toney,Pittsburgh,Pitt,4,tog,1.16666666666667
A. Walker,Anthony Walker,Miami,Miami,2,tog,0.6
A. White,Andrien White,Wake Forest,Wake Forest,3,tog,1.90322580645161
B. Beverly,Braxton Beverly,NC State,NC State,3,tog,0.78125
B. Boeheim,Buddy Boeheim,Syracuse,Syracuse,1,tog,1.46875
B. Childress,Brandon Childress,Wake Forest,Wake Forest,1,tog,2.93333333333333
B. Key,Braxton Key,Virginia,UVA,4,tog,1.77777777777778
B. Koprivica,Balsa Koprivica,Florida State,Florida State,2,tog,0.62962962962963
B. Parham,Bubba Parham,Georgia Tech,Georgia Tech,3,tog,1.4
B. Robinson,Brandon Robinson,North Carolina,UNC,1,tog,1.625
B. Sidibe,Bourama Sidibe,Syracuse,Syracuse,2,tog,0.9375
C. Anthony,Cole Anthony,North Carolina,UNC,1,tog,3.47619047619048
C. Brown,Chaundee Brown,Wake Forest,Wake Forest,4,tog,1.56521739130435
C. Felder,CJ Felder,Boston College,Boston College,2,tog,1.25806451612903
C. Hunter,Chase Hunter,Clemson,Clemson,3,tog,1.33333333333333
C. Keeling,Christian Keeling,North Carolina,UNC,3,tog,1.0625
C. Lykes,Chris Lykes,Miami,Miami,1,tog,2.07692307692308
C. Morsell,Casey Morsell,Virginia,UVA,3,tog,0.866666666666667
C. Scott,Curran Scott,Clemson,Clemson,3,tog,1.09677419354839
C. Stanley,Cassius Stanley,Duke,Duke,4,tog,1.89655172413793
C. Trapp,Clyde Trapp,Clemson,Clemson,3,tog,1.66666666666667
C.J. Bryce,C.J. Bryce,NC State,NC State,4,tog,2.21428571428571
D. Daniels,Devon Daniels,NC State,NC State,4,tog,2.0625
D. Funderburk,DJ Funderburk,NC State,NC State,4,tog,1.43333333333333
D. Gak,Deng Gak,Miami,Miami,2,tog,0.285714285714286
D. Goodwin,Dane Goodwin,Notre Dame,Notre Dame,3,tog,0.8125
D. Johnson,David Johnson,Louisville,Louisville,3,tog,1.88888888888889
D. Olejniczak,Dominik Olejniczak,Florida State,Florida State,2,tog,0.896551724137931
D. Perry,Darius Perry,Louisville,Louisville,3,tog,1.35483870967742
D. Sutton,Dwayne Sutton,Louisville,Louisville,4,tog,1
D. Thornton,Derryck Thornton,Boston College,Boston College,1,tog,3.3448275862069
D. Vasiljevic,Dejan Vasiljevic,Miami,Miami,3,tog,0.870967741935484
D. Vassell,Devin Vassell,Florida State,Florida State,4,tog,0.766666666666667
E. Cole,Evan Cole,Georgia Tech,Georgia Tech,2,tog,0.769230769230769
E. Hamilton,Eric Hamilton,Pittsburgh,Pitt,2,tog,0.633333333333333
E. Hughes,Elijah Hughes,Syracuse,Syracuse,1,tog,2.28125
G. Brooks,Garrison Brooks,North Carolina,UNC,4,tog,2.03225806451613
H. Beverly,Harlond Beverly,Miami,Miami,3,tog,2.2258064516129
H. Cattoor,Hunter Cattoor,Virginia Tech,Virginia Tech,3,tog,0.551724137931035
H. Tyson,Hunter Tyson,Clemson,Clemson,3,tog,0.483870967741936
I. Massoud,Ismael Massoud,Wake Forest,Wake Forest,3,tog,0.741935483870968
I. Mucius,Isaiah Mucius,Wake Forest,Wake Forest,3,tog,1.3
I. Wilkins,Isaiah Wilkins,Virginia Tech,Virginia Tech,3,tog,0.5
I. Wong,Isaiah Wong,Miami,Miami,3,tog,1.67741935483871
J. Alvarado,Jose Alvarado,Georgia Tech,Georgia Tech,1,tog,2.66666666666667
J. Baehre,Jonathan Baehre,Clemson,Clemson,3,tog,3
J. Baker,Joey Baker,Duke,Duke,3,tog,0.555555555555556
J. Banks III,James Banks III,Georgia Tech,Georgia Tech,4,tog,1.86666666666667
J. Carey,Jalen Carey,Syracuse,Syracuse,3,tog,1.5
J. Champagnie,Justin Champagnie,Pittsburgh,Pitt,4,tog,1
J. Cone,Jalen Cone,Virginia Tech,Virginia Tech,3,tog,0.966666666666667
J. DeLaurier,Javin DeLaurier,Duke,Duke,2,tog,0.741935483870968
J. Durham,Juwan Durham,Notre Dame,Notre Dame,2,tog,1
J. Francis,Jeremiah Francis,North Carolina,UNC,3,tog,1.1875
J. Girard III,Joseph Girard III,Syracuse,Syracuse,1,tog,1.875
J. Goldwire,Jordan Goldwire,Duke,Duke,3,tog,0.870967741935484
J. Hamilton,Jairus Hamilton,Boston College,Boston College,4,tog,1.58333333333333
J. Hamilton,Jared Hamilton,Boston College,Boston College,3,tog,0.72
J. Heath,Jay Heath,Boston College,Boston College,1,tog,2.2258064516129
J. Hellems,Jericole Hellems,NC State,NC State,3,tog,1.35483870967742
J. Huff,Jay Huff,Virginia,UVA,4,tog,1.06666666666667
J. Mooney,John Mooney,Notre Dame,Notre Dame,4,tog,1.32258064516129
J. Neath,Jahcobi Neath,Wake Forest,Wake Forest,3,tog,1.76666666666667
J. Newman III,John Newman III,Clemson,Clemson,3,tog,1.32258064516129
J. Nwora,Jordan Nwora,Louisville,Louisville,4,tog,2.09677419354839
J. Pierce,Justin Pierce,North Carolina,UNC,3,tog,0.806451612903226
J. Rishwain,Julian Rishwain,Boston College,Boston College,3,tog,1.2
J. Usher,Jordan Usher,Georgia Tech,Georgia Tech,4,tog,2.52173913043478
J. White,Jack White,Duke,Duke,3,tog,0.733333333333333
K. Clark,Kihei Clark,Virginia,UVA,1,tog,3.5
K. McGusty,Kameron McGusty,Miami,Miami,1,tog,2.28571428571429
K. Moore,Khalid Moore,Georgia Tech,Georgia Tech,3,tog,1.25
K. Stattmann,Kody Stattmann,Virginia,UVA,3,tog,0.875
K. Stone,Keith Stone,Miami,Miami,3,tog,0.944444444444444
K. Williams,Kamari Williams,Boston College,Boston College,3,tog,0.32
L. Black,Leaky Black,North Carolina,UNC,4,tog,1.74193548387097
L. Kimble,Lamarr Kimble,Louisville,Louisville,3,tog,1.51612903225806
L. Nolley II,Landers Nolley II,Virginia Tech,Virginia Tech,4,tog,2.86666666666667
M. Bates,Manny Bates,NC State,NC State,2,tog,0.586206896551724
M. Devoe,Michael Devoe,Georgia Tech,Georgia Tech,1,tog,3.44444444444444
M. Diakite,Mamadi Diakite,Virginia,UVA,4,tog,2.13333333333333
M. Dolezaj,Marek Dolezaj,Syracuse,Syracuse,4,tog,1.9375
M. Hurt,Matthew Hurt,Duke,Duke,3,tog,0.838709677419355
M. Johnson,Markell Johnson,NC State,NC State,1,tog,3.25806451612903
M. Osborne,Malik Osborne,Florida State,Florida State,3,tog,0.645161290322581
M. Williams,Malik Williams,Louisville,Louisville,4,tog,0.653846153846154
M. Wright,Moses Wright,Georgia Tech,Georgia Tech,4,tog,2.6
M.J. Walker,M.J. Walker,Florida State,Florida State,3,tog,1.46153846153846
N. Alleyne,Nahiem Alleyne,Virginia Tech,Virginia Tech,3,tog,0.833333333333333
N. Laszewski,Nate Laszewski,Notre Dame,Notre Dame,3,tog,0.59375
N. Popovic,Nik Popovic,Boston College,Boston College,4,tog,1.95
O. Oguama,Ody Oguama,Wake Forest,Wake Forest,2,tog,0.806451612903226
O. Sarr,Olivier Sarr,Wake Forest,Wake Forest,4,tog,1.56666666666667
P. Andree,Pat Andree,NC State,NC State,3,tog,0.37037037037037
P. Hubb,Prentiss Hubb,Notre Dame,Notre Dame,1,tog,2.65625
P. Williams,Patrick Williams,Florida State,Florida State,4,tog,1.72413793103448
P.J. Horne,P.J. Horne,Virginia Tech,Virginia Tech,3,tog,0.9
Q. Guerrier,Quincy Guerrier,Syracuse,Syracuse,2,tog,1.34375
R. Carmody,Robby Carmody,Notre Dame,Notre Dame,2,tog,0.857142857142857
R. Evans,Rayquan Evans,Florida State,Florida State,3,tog,0.827586206896552
R. Gray,RaiQuan Gray,Florida State,Florida State,4,tog,1.75862068965517
R. McMahon,Ryan McMahon,Louisville,Louisville,3,tog,0.967741935483871
R. Miller Jr.,Rodney Miller Jr.,Miami,Miami,2,tog,0.7
R. Murphy,Ryan Murphy,Pittsburgh,Pitt,3,tog,1.20689655172414
R. Pflueger,Rex Pflueger,Notre Dame,Notre Dame,3,tog,1.58064516129032
S. Enoch,Steven Enoch,Louisville,Louisville,4,tog,1.35483870967742
S. Mitchell,Steffon Mitchell,Boston College,Boston College,4,tog,1.61290322580645
S. Waardenburg,Sam Waardenburg,Miami,Miami,4,tog,1.13333333333333
S. Williamson,Samuell Williamson,Louisville,Louisville,3,tog,1.12903225806452
T. Brown,Terrell Brown,Pittsburgh,Pitt,2,tog,0.8125
T. Forrest,Trent Forrest,Florida State,Florida State,1,tog,2.96774193548387
T. Gibbs,TJ Gibbs,Notre Dame,Notre Dame,1,tog,1.21875
T. Johnson,Torry Johnson,Wake Forest,Wake Forest,3,tog,1.53571428571429
T. Jones,Tre Jones,Duke,Duke,1,tog,2.68965517241379
T. Mack,Tevin Mack,Clemson,Clemson,4,tog,1.16129032258065
T. McGowens,Trey McGowens,Pittsburgh,Pitt,1,tog,2.875
T. Radford,Tyrece Radford,Virginia Tech,Virginia Tech,2,tog,0.8
T. Woldetensae,Tomas Woldetensae,Virginia,UVA,3,tog,1.03448275862069
V. Carey Jr.,Vernon Carey Jr.,Duke,Duke,4,tog,2.03225806451613
W. Bede,Wabissa Bede,Virginia Tech,Virginia Tech,1,tog,1.7
W. Moore Jr.,Wendell Moore Jr.,Duke,Duke,4,tog,2.44
X. Johnson,Xavier Johnson,Pittsburgh,Pitt,1,tog,3.46875
A. Bacot,Armando Bacot,North Carolina,UNC,4,ppg,9.54838709677419
A. Dawes,Al-Amir Dawes,Clemson,Clemson,1,ppg,9
A. Harris,Anthony Harris,North Carolina,UNC,3,ppg,6.8
A. Hemenway,Alex Hemenway,Clemson,Clemson,3,ppg,4.8
A. O'Connell,Alex O'Connell,Duke,Duke,3,ppg,5.24137931034483
A. Platek,Andrew Platek,North Carolina,UNC,3,ppg,3.73333333333333
A. Polite,Anthony Polite,Florida State,Florida State,3,ppg,5.7741935483871
A. Price,Asanti Price,Georgia Tech,Georgia Tech,3,ppg,2.85714285714286
A. Simms,Aamir Simms,Clemson,Clemson,4,ppg,13.0333333333333
A. Toney,Au'Diese Toney,Pittsburgh,Pitt,4,ppg,9.6
A. Walker,Anthony Walker,Miami,Miami,2,ppg,3.28
A. White,Andrien White,Wake Forest,Wake Forest,3,ppg,9
B. Beverly,Braxton Beverly,NC State,NC State,3,ppg,7.09375
B. Boeheim,Buddy Boeheim,Syracuse,Syracuse,1,ppg,15.34375
B. Childress,Brandon Childress,Wake Forest,Wake Forest,1,ppg,15.5666666666667
B. Key,Braxton Key,Virginia,UVA,4,ppg,9.85185185185185
B. Koprivica,Balsa Koprivica,Florida State,Florida State,2,ppg,4.7037037037037
B. Parham,Bubba Parham,Georgia Tech,Georgia Tech,3,ppg,5.13333333333333
B. Robinson,Brandon Robinson,North Carolina,UNC,1,ppg,11.7916666666667
B. Sidibe,Bourama Sidibe,Syracuse,Syracuse,2,ppg,6.03125
C. Anthony,Cole Anthony,North Carolina,UNC,1,ppg,18.047619047619
C. Brown,Chaundee Brown,Wake Forest,Wake Forest,4,ppg,12.1304347826087
C. Felder,CJ Felder,Boston College,Boston College,2,ppg,5.64516129032258
C. Hunter,Chase Hunter,Clemson,Clemson,3,ppg,5.33333333333333
C. Keeling,Christian Keeling,North Carolina,UNC,3,ppg,6.34375
C. Lykes,Chris Lykes,Miami,Miami,1,ppg,15.4230769230769
C. Morsell,Casey Morsell,Virginia,UVA,3,ppg,3.96666666666667
C. Scott,Curran Scott,Clemson,Clemson,3,ppg,5.70967741935484
C. Stanley,Cassius Stanley,Duke,Duke,4,ppg,12.551724137931
C. Trapp,Clyde Trapp,Clemson,Clemson,3,ppg,6
C.J. Bryce,C.J. Bryce,NC State,NC State,4,ppg,13.3214285714286
D. Daniels,Devon Daniels,NC State,NC State,4,ppg,12.6875
D. Funderburk,DJ Funderburk,NC State,NC State,4,ppg,12.7666666666667
D. Gak,Deng Gak,Miami,Miami,2,ppg,1.71428571428571
D. Goodwin,Dane Goodwin,Notre Dame,Notre Dame,3,ppg,10.84375
D. Johnson,David Johnson,Louisville,Louisville,3,ppg,6.33333333333333
D. Olejniczak,Dominik Olejniczak,Florida State,Florida State,2,ppg,4.24137931034483
D. Perry,Darius Perry,Louisville,Louisville,3,ppg,5.2258064516129
D. Sutton,Dwayne Sutton,Louisville,Louisville,4,ppg,9.09677419354839
